DATE,AGE,GENDER,DAILY_STRESS,WEEKLY_MEDITATION,CORE_CIRCLE,SUPPORTING_OTHERS,LIFE_VISION,TIME_FOR_PASSION,YEAR
4/22/2016,51 or more,Female,1,10,10,10,5,6,2016
4/22/2016,51 or more,Female,3,10,4,3,2,0,2016
4/22/2016,36 to 50,Female,1,10,10,10,3,5,2016
4/22/2016,21 to 35,Female,2,6,4,3,1,3,2016
4/22/2016,36 to 50,Female,3,7,10,10,5,2,2016
4/22/2016,21 to 35,Female,4,8,5,7,10,4,2016
4/22/2016,21 to 35,Female,2,1,3,0,0,0,2016
4/22/2016,36 to 50,Female,1,10,10,6,4,8,2016
4/22/2016,Less than 20,Male,3,8,6,6,2,4,2016
4/22/2016,51 or more,Male,1,3,2,10,0,8,2016
4/22/2016,51 or more,Male,1,3,2,10,0,8,2016
4/22/2016,21 to 35,Male,2,8,5,10,10,2,2016
4/22/2016,21 to 35,Female,5,2,7,10,10,10,2016
4/22/2016,Less than 20,Female,3,10,10,10,7,1,2016
4/22/2016,51 or more,Male,1,10,10,10,7,4,2016
4/22/2016,51 or more,Female,1,10,10,10,5,6,2016
4/22/2016,36 to 50,Female,1,10,2,4,5,3,2016
4/22/2016,Less than 20,Male,2,10,7,3,4,1,2016
4/22/2016,51 or more,Female,1,10,6,7,5,3,2016
4/23/2016,21 to 35,Male,1,2,3,7,2,2,2016
4/23/2016,Less than 20,Female,3,8,10,5,10,4,2016
4/23/2016,36 to 50,Female,4,3,4,1,1,1,2016
4/23/2016,21 to 35,Female,2,10,5,10,10,5,2016
4/23/2016,21 to 35,Male,5,5,5,3,0,1,2016
4/23/2016,Less than 20,Male,5,2,3,3,0,0,2016
4/23/2016,21 to 35,Female,4,5,3,5,2,2,2016
4/23/2016,51 or more,Female,1,7,10,3,0,3,2016
4/23/2016,51 or more,Female,1,7,10,3,0,3,2016
4/24/2016,51 or more,Male,3,1,2,2,2,1,2016
4/24/2016,21 to 35,Female,1,2,6,5,3,0,2016
4/24/2016,21 to 35,Male,2,2,1,0,0,2,2016
4/24/2016,21 to 35,Male,3,7,8,8,10,2,2016
4/24/2016,21 to 35,Female,3,5,6,7,10,8,2016
4/24/2016,51 or more,Female,3,3,1,5,1,6,2016
4/24/2016,21 to 35,Female,5,4,3,7,1,2,2016
4/24/2016,21 to 35,Male,2,6,7,7,7,5,2016
4/24/2016,51 or more,Male,3,1,2,2,2,1,2016
4/24/2016,36 to 50,Female,5,8,7,6,5,2,2016
4/24/2016,21 to 35,Male,2,2,5,4,2,2,2016
4/25/2016,36 to 50,Female,3,5,7,7,5,5,2016
4/25/2016,Less than 20,Male,3,4,6,7,5,0,2016
4/25/2016,Less than 20,Male,3,4,6,7,5,0,2016
4/25/2016,51 or more,Male,1,8,6,5,8,6,2016
4/25/2016,Less than 20,Female,1,5,10,9,9,10,2016
4/25/2016,51 or more,Female,3,3,4,10,3,3,2016
4/25/2016,21 to 35,Male,5,5,6,2,0,2,2016
4/25/2016,21 to 35,Male,5,5,6,2,0,2,2016
4/25/2016,21 to 35,Male,3,7,9,7,5,7,2016
4/25/2016,Less than 20,Female,3,4,6,8,5,3,2016
4/25/2016,36 to 50,Female,5,10,10,5,1,10,2016
4/25/2016,36 to 50,Male,4,2,2,3,1,0,2016
4/25/2016,Less than 20,Male,1,7,3,8,3,4,2016
4/25/2016,Less than 20,Male,1,6,4,8,3,4,2016
4/26/2016,21 to 35,Female,5,0,6,6,1,0,2016
4/26/2016,36 to 50,Male,5,3,3,10,1,4,2016
4/26/2016,21 to 35,Female,5,8,6,3,10,1,2016
4/26/2016,21 to 35,Male,5,9,7,10,5,8,2016
4/26/2016,21 to 35,Female,1,8,10,4,10,7,2016
4/26/2016,51 or more,Female,2,10,4,5,0,0,2016
4/26/2016,36 to 50,Male,3,1,2,2,0,1,2016
4/26/2016,36 to 50,Female,4,10,7,10,1,4,2016
4/26/2016,36 to 50,Male,5,3,3,10,1,4,2016
4/26/2016,21 to 35,Female,1,10,3,4,2,3,2016
4/26/2016,36 to 50,Female,4,10,10,10,2,9,2016
4/26/2016,21 to 35,Male,1,2,3,7,2,2,2016
4/26/2016,21 to 35,Male,1,7,3,1,2,1,2016
4/26/2016,Less than 20,Female,3,5,10,2,10,3,2016
4/26/2016,36 to 50,Male,3,4,8,4,10,1,2016
4/26/2016,21 to 35,Male,4,10,5,2,5,1,2016
4/26/2016,21 to 35,Female,5,4,10,2,5,4,2016
4/26/2016,51 or more,Female,5,3,3,6,1,0,2016
4/26/2016,51 or more,Female,5,1,3,3,1,0,2016
4/26/2016,36 to 50,Male,3,1,4,5,2,1,2016
4/26/2016,36 to 50,Female,3,4,10,10,2,2,2016
4/27/2016,Less than 20,Female,2,5,10,7,10,2,2016
4/27/2016,21 to 35,Female,1,8,10,4,10,7,2016
4/27/2016,21 to 35,Female,3,5,7,10,4,5,2016
4/27/2016,51 or more,Female,5,2,5,10,2,1,2016
4/27/2016,Less than 20,Male,1,7,4,3,8,6,2016
4/27/2016,36 to 50,Male,2,10,4,10,4,2,2016
4/27/2016,36 to 50,Female,3,4,10,10,2,2,2016
4/27/2016,21 to 35,Female,1,8,10,4,10,7,2016
4/27/2016,51 or more,Female,0,10,5,10,2,10,2016
4/27/2016,51 or more,Female,3,8,5,8,3,1,2016
4/27/2016,51 or more,Female,0,1,2,3,1,1,2016
4/27/2016,21 to 35,Female,1,8,10,4,10,7,2016
4/27/2016,21 to 35,Female,2,7,5,10,5,3,2016
4/27/2016,51 or more,Female,4,2,2,2,3,1,2016
4/27/2016,21 to 35,Female,2,10,6,10,10,3,2016
4/27/2016,21 to 35,Female,5,6,1,6,0,0,2016
4/27/2016,21 to 35,Female,2,10,6,10,10,3,2016
4/27/2016,21 to 35,Female,2,10,6,10,10,3,2016
4/27/2016,51 or more,Female,2,6,5,3,5,1,2016
4/27/2016,21 to 35,Female,3,6,8,8,5,7,2016
4/27/2016,21 to 35,Female,2,10,6,10,10,3,2016
4/28/2016,21 to 35,Female,1,8,10,4,10,7,2016
4/28/2016,21 to 35,Female,2,3,6,3,3,1,2016
4/28/2016,21 to 35,Female,2,2,6,3,2,2,2016
4/28/2016,21 to 35,Female,2,8,7,5,4,1,2016
4/28/2016,36 to 50,Male,5,4,10,10,5,5,2016
4/28/2016,36 to 50,Female,1,8,10,10,10,10,2016
4/28/2016,36 to 50,Female,2,10,5,2,2,1,2016
4/28/2016,36 to 50,Male,3,5,10,8,10,4,2016
4/28/2016,36 to 50,Male,3,2,3,4,0,5,2016
4/28/2016,36 to 50,Male,3,2,3,4,0,5,2016
4/28/2016,21 to 35,Male,1,6,3,4,5,3,2016
4/28/2016,21 to 35,Male,1,2,3,7,2,2,2016
4/28/2016,21 to 35,Female,1,8,10,4,10,7,2016
4/29/2016,21 to 35,Female,3,2,5,10,0,0,2016
4/29/2016,21 to 35,Female,1,8,10,4,10,7,2016
4/29/2016,21 to 35,Female,5,0,0,10,2,6,2016
4/29/2016,21 to 35,Female,1,10,4,10,10,4,2016
4/29/2016,21 to 35,Female,1,3,7,5,0,8,2016
4/29/2016,Less than 20,Female,1,10,10,2,0,4,2016
4/29/2016,21 to 35,Female,2,7,10,10,10,8,2016
4/29/2016,21 to 35,Male,5,3,0,0,6,1,2016
4/29/2016,36 to 50,Male,4,8,1,2,1,1,2016
4/29/2016,36 to 50,Male,1,10,10,10,10,1,2016
4/29/2016,51 or more,Male,4,7,2,4,2,1,2016
4/29/2016,36 to 50,Male,5,6,7,8,3,1,2016
4/29/2016,36 to 50,Female,3,10,3,3,1,4,2016
4/29/2016,51 or more,Female,3,7,4,5,1,6,2016
4/29/2016,36 to 50,Male,5,7,4,7,4,1,2016
4/30/2016,21 to 35,Female,5,10,10,4,1,0,2016
4/30/2016,21 to 35,Male,5,9,2,10,3,7,2016
4/30/2016,21 to 35,Female,1,10,10,10,1,4,2016
4/30/2016,51 or more,Male,2,4,3,10,0,3,2016
4/30/2016,51 or more,Male,2,4,3,10,0,3,2016
4/30/2016,36 to 50,Male,4,4,3,4,1,1,2016
4/30/2016,Less than 20,Female,3,2,10,1,0,3,2016
4/30/2016,21 to 35,Female,5,7,10,7,10,3,2016
4/30/2016,21 to 35,Female,5,7,10,7,10,3,2016
5/1/2016,Less than 20,Female,5,1,10,0,1,10,2016
5/1/2016,Less than 20,Male,1,10,5,3,10,7,2016
5/1/2016,51 or more,Female,3,8,4,7,2,3,2016
5/1/2016,36 to 50,Female,4,3,5,2,0,1,2016
5/1/2016,Less than 20,Male,1,5,3,3,3,5,2016
5/1/2016,51 or more,Female,1,4,3,3,4,2,2016
5/2/2016,Less than 20,Female,3,10,7,4,2,4,2016
5/2/2016,21 to 35,Female,5,10,10,1,10,6,2016
5/2/2016,21 to 35,Female,3,5,6,5,10,2,2016
5/2/2016,21 to 35,Female,5,10,10,10,5,1,2016
5/2/2016,36 to 50,Female,3,10,5,5,5,1,2016
5/2/2016,Less than 20,Female,3,6,10,1,10,4,2016
5/2/2016,21 to 35,Male,1,5,0,3,1,1,2016
5/2/2016,51 or more,Female,4,9,8,7,8,7,2016
5/2/2016,51 or more,Female,4,9,8,7,8,7,2016
5/2/2016,51 or more,Female,2,5,2,4,5,1,2016
5/2/2016,21 to 35,Male,4,2,4,10,5,1,2016
5/2/2016,36 to 50,Female,2,10,3,2,5,3,2016
5/2/2016,51 or more,Male,3,10,6,10,10,2,2016
5/3/2016,51 or more,Female,3,5,3,8,2,5,2016
5/3/2016,51 or more,Female,1,2,8,10,3,4,2016
5/3/2016,36 to 50,Female,3,2,7,10,0,0,2016
5/3/2016,36 to 50,Female,3,2,7,10,0,0,2016
5/3/2016,21 to 35,Male,2,5,5,10,5,2,2016
5/3/2016,21 to 35,Male,2,5,5,10,5,2,2016
5/3/2016,21 to 35,Female,3,10,10,10,2,8,2016
5/3/2016,21 to 35,Male,4,2,8,10,1,8,2016
5/3/2016,21 to 35,Female,5,4,4,3,1,3,2016
5/3/2016,36 to 50,Male,1,5,4,2,2,1,2016
5/3/2016,51 or more,Male,5,3,2,4,2,1,2016
5/3/2016,21 to 35,Female,2,4,7,5,3,2,2016
5/3/2016,21 to 35,Female,2,4,7,5,3,2,2016
5/3/2016,36 to 50,Female,2,6,6,4,3,4,2016
5/4/2016,21 to 35,Female,1,2,2,8,4,4,2016
5/4/2016,Less than 20,Female,2,3,10,1,3,3,2016
5/4/2016,36 to 50,Male,2,7,7,5,2,1,2016
5/4/2016,21 to 35,Male,1,2,3,7,2,2,2016
5/4/2016,51 or more,Female,3,8,8,6,8,3,2016
5/4/2016,21 to 35,Male,4,10,4,1,5,1,2016
5/4/2016,21 to 35,Female,3,5,7,2,3,0,2016
5/4/2016,Less than 20,Female,5,5,2,5,7,4,2016
5/4/2016,21 to 35,Female,5,0,10,10,0,0,2016
5/4/2016,21 to 35,Female,3,10,4,7,4,5,2016
5/4/2016,21 to 35,Female,5,5,9,5,4,0,2016
5/4/2016,36 to 50,Female,1,10,4,10,10,5,2016
5/4/2016,51 or more,Male,0,10,3,3,2,6,2016
5/4/2016,51 or more,Male,1,10,6,5,2,7,2016
5/4/2016,21 to 35,Male,1,2,3,7,2,2,2016
5/5/2016,21 to 35,Male,1,4,5,7,3,3,2016
5/5/2016,21 to 35,Male,1,2,3,7,2,2,2016
5/5/2016,21 to 35,Female,2,9,9,4,5,4,2016
5/5/2016,51 or more,Female,2,7,7,7,10,4,2016
5/5/2016,51 or more,Male,0,10,1,3,5,4,2016
5/5/2016,36 to 50,Male,0,9,2,4,5,4,2016
5/5/2016,21 to 35,Female,5,5,3,5,10,4,2016
5/5/2016,36 to 50,Male,4,10,5,10,10,3,2016
5/5/2016,36 to 50,Female,3,10,3,3,0,8,2016
5/5/2016,51 or more,Female,3,10,7,10,5,7,2016
5/6/2016,51 or more,Female,2,7,7,6,6,2,2016
5/6/2016,36 to 50,Female,5,1,4,10,5,5,2016
5/6/2016,Less than 20,Male,3,3,4,7,10,3,2016
5/6/2016,21 to 35,Male,5,5,10,10,10,6,2016
5/6/2016,36 to 50,Female,5,3,4,3,5,3,2016
5/6/2016,21 to 35,Male,5,5,10,10,10,6,2016
5/6/2016,21 to 35,Male,5,5,10,10,10,6,2016
5/6/2016,51 or more,Female,2,4,1,2,2,2,2016
5/6/2016,21 to 35,Female,5,6,4,7,10,1,2016
5/6/2016,51 or more,Female,2,6,4,5,5,4,2016
5/6/2016,21 to 35,Female,3,4,3,10,0,7,2016
5/6/2016,51 or more,Female,5,7,4,8,10,7,2016
5/6/2016,21 to 35,Male,5,2,5,7,2,1,2016
5/7/2016,51 or more,Male,1,6,4,5,10,10,2016
5/7/2016,Less than 20,Male,2,6,3,1,1,1,2016
5/7/2016,36 to 50,Female,1,9,3,9,2,9,2016
5/7/2016,36 to 50,Female,2,1,6,3,10,1,2016
5/7/2016,21 to 35,Female,2,5,5,10,1,2,2016
5/7/2016,51 or more,Female,0,7,2,6,5,3,2016
5/7/2016,51 or more,Female,2,7,5,3,2,2,2016
5/8/2016,21 to 35,Female,3,6,8,10,10,3,2016
5/8/2016,36 to 50,Male,3,10,7,9,10,8,2016
5/8/2016,21 to 35,Female,2,10,8,6,5,2,2016
5/8/2016,Less than 20,Male,0,10,4,4,1,6,2016
5/8/2016,36 to 50,Female,3,2,6,5,5,1,2016
5/8/2016,21 to 35,Male,2,9,3,6,7,5,2016
5/8/2016,36 to 50,Male,3,10,4,4,2,1,2016
5/9/2016,21 to 35,Female,3,5,7,3,5,1,2016
5/9/2016,51 or more,Female,1,3,10,10,8,3,2016
5/9/2016,36 to 50,Female,2,2,2,0,2,0,2016
5/9/2016,51 or more,Female,5,10,3,1,1,4,2016
5/9/2016,21 to 35,Female,1,10,10,10,5,4,2016
5/9/2016,21 to 35,Male,2,5,4,10,4,10,2016
5/9/2016,51 or more,Female,3,2,3,2,0,2,2016
5/9/2016,21 to 35,Male,3,8,7,3,1,1,2016
5/9/2016,Less than 20,Female,5,7,2,8,4,3,2016
5/9/2016,51 or more,Female,2,8,4,10,2,1,2016
5/10/2016,51 or more,Male,3,10,6,6,10,7,2016
5/10/2016,21 to 35,Female,0,4,7,4,3,6,2016
5/10/2016,Less than 20,Male,1,7,4,0,4,8,2016
5/10/2016,21 to 35,Female,3,7,6,2,2,6,2016
5/10/2016,36 to 50,Female,0,10,2,3,7,3,2016
5/10/2016,21 to 35,Male,3,10,4,1,0,2,2016
5/10/2016,36 to 50,Male,3,3,6,0,2,1,2016
5/10/2016,51 or more,Male,0,4,2,3,8,2,2016
5/10/2016,36 to 50,Female,2,5,9,9,10,1,2016
5/10/2016,36 to 50,Male,4,8,6,10,3,6,2016
5/10/2016,Less than 20,Female,5,8,6,7,7,7,2016
5/11/2016,51 or more,Female,1,10,10,9,2,8,2016
5/11/2016,51 or more,Female,4,10,10,4,10,0,2016
5/11/2016,36 to 50,Male,1,6,5,5,2,6,2016
5/11/2016,21 to 35,Female,5,2,1,8,0,0,2016
5/11/2016,Less than 20,Female,0,10,8,6,4,7,2016
5/11/2016,21 to 35,Female,3,3,7,10,0,5,2016
5/11/2016,Less than 20,Female,3,5,3,1,2,1,2016
5/11/2016,21 to 35,Female,2,4,10,1,5,1,2016
5/12/2016,51 or more,Male,1,8,5,5,7,5,2016
5/12/2016,51 or more,Female,2,3,7,6,4,0,2016
5/12/2016,36 to 50,Female,5,3,2,2,0,4,2016
5/12/2016,36 to 50,Female,1,2,3,1,1,1,2016
5/12/2016,36 to 50,Female,3,2,3,5,1,0,2016
5/12/2016,51 or more,Female,1,7,8,10,10,7,2016
5/12/2016,21 to 35,Female,1,10,4,1,0,3,2016
5/12/2016,36 to 50,Female,1,10,4,3,1,4,2016
5/12/2016,36 to 50,Female,2,6,3,4,5,1,2016
5/12/2016,36 to 50,Male,1,0,3,10,1,6,2016
5/12/2016,36 to 50,Male,1,0,3,10,1,6,2016
5/12/2016,21 to 35,Female,4,2,9,6,1,1,2016
5/12/2016,21 to 35,Female,3,5,7,3,5,1,2016
5/12/2016,21 to 35,Male,2,5,5,5,4,7,2016
5/12/2016,21 to 35,Male,5,5,2,0,0,0,2016
5/13/2016,21 to 35,Female,2,3,5,2,2,0,2016
5/13/2016,36 to 50,Female,2,4,10,10,2,7,2016
5/13/2016,36 to 50,Female,5,5,0,5,0,2,2016
5/13/2016,21 to 35,Female,0,7,10,10,10,9,2016
5/13/2016,21 to 35,Male,1,7,4,3,5,3,2016
5/13/2016,51 or more,Female,4,10,0,0,0,0,2016
5/13/2016,51 or more,Female,3,10,2,3,2,2,2016
5/14/2016,21 to 35,Female,0,10,7,1,3,3,2016
5/14/2016,36 to 50,Female,1,10,4,3,1,4,2016
5/14/2016,51 or more,Female,2,6,4,5,5,4,2016
5/14/2016,51 or more,Female,2,6,4,5,5,4,2016
5/14/2016,21 to 35,Male,5,5,5,4,0,1,2016
5/14/2016,51 or more,Male,5,2,5,7,10,6,2016
5/14/2016,21 to 35,Female,4,3,10,5,3,1,2016
5/15/2016,51 or more,Male,5,2,5,7,10,6,2016
5/15/2016,36 to 50,Female,2,10,6,10,1,2,2016
5/15/2016,51 or more,Male,5,2,5,5,10,6,2016
5/15/2016,21 to 35,Male,2,10,1,2,10,8,2016
5/15/2016,51 or more,Male,4,2,6,5,1,10,2016
5/15/2016,36 to 50,Female,5,1,0,3,0,0,2016
5/16/2016,36 to 50,Male,1,5,7,5,3,0,2016
5/16/2016,36 to 50,Male,1,1,8,3,1,1,2016
5/16/2016,21 to 35,Female,5,7,6,10,10,6,2016
5/16/2016,21 to 35,Female,4,8,7,6,5,3,2016
5/16/2016,36 to 50,Male,3,5,0,4,2,1,2016
5/16/2016,21 to 35,Male,4,10,8,2,0,4,2016
5/16/2016,21 to 35,Female,0,1,2,0,0,0,2016
5/16/2016,51 or more,Female,4,3,4,8,2,4,2016
5/16/2016,21 to 35,Female,2,5,5,3,5,1,2016
5/16/2016,36 to 50,Female,3,10,4,7,8,1,2016
5/16/2016,21 to 35,Male,3,10,7,3,3,4,2016
5/16/2016,Less than 20,Female,2,8,2,2,4,3,2016
5/16/2016,51 or more,Female,5,1,10,3,0,0,2016
5/16/2016,Less than 20,Female,5,10,2,6,0,2,2016
5/17/2016,36 to 50,Female,5,5,5,10,3,5,2016
5/17/2016,51 or more,Female,1,10,6,8,10,8,2016
5/17/2016,21 to 35,Male,2,7,7,7,5,1,2016
5/17/2016,36 to 50,Male,3,7,10,5,5,2,2016
5/17/2016,51 or more,Female,4,4,9,10,10,7,2016
5/17/2016,36 to 50,Female,4,10,1,1,0,2,2016
5/17/2016,21 to 35,Female,2,7,5,10,0,5,2016
5/17/2016,36 to 50,Male,3,3,6,9,2,1,2016
5/17/2016,36 to 50,Male,3,3,6,9,2,1,2016
5/17/2016,21 to 35,Male,1,5,1,0,0,0,2016
5/17/2016,21 to 35,Female,3,8,5,3,1,1,2016
5/17/2016,36 to 50,Male,5,1,1,1,0,0,2016
5/17/2016,36 to 50,Male,5,1,1,1,0,0,2016
5/18/2016,51 or more,Female,2,6,10,10,5,6,2016
5/18/2016,21 to 35,Male,2,8,6,5,3,5,2016
5/18/2016,36 to 50,Female,3,8,3,8,2,3,2016
5/18/2016,36 to 50,Female,3,2,6,3,3,0,2016
5/18/2016,51 or more,Female,4,6,8,2,10,6,2016
5/18/2016,36 to 50,Male,2,2,10,10,3,3,2016
5/18/2016,21 to 35,Female,2,7,5,5,0,8,2016
5/18/2016,51 or more,Female,2,7,1,9,10,5,2016
5/18/2016,51 or more,Female,2,10,2,6,10,2,2016
5/19/2016,21 to 35,Female,3,6,4,3,1,0,2016
5/19/2016,Less than 20,Female,3,5,6,9,5,2,2016
5/19/2016,51 or more,Female,5,5,6,10,3,1,2016
5/19/2016,21 to 35,Female,2,6,5,6,5,5,2016
5/19/2016,36 to 50,Female,5,3,4,10,0,1,2016
5/19/2016,21 to 35,Female,5,2,4,10,2,1,2016
5/19/2016,36 to 50,Male,4,4,8,7,10,1,2016
5/19/2016,51 or more,Female,3,2,3,3,0,3,2016
5/19/2016,36 to 50,Female,5,5,4,6,2,5,2016
5/19/2016,36 to 50,Female,2,10,8,10,6,4,2016
5/19/2016,51 or more,Male,5,7,7,5,1,0,2016
5/20/2016,21 to 35,Female,4,3,3,7,4,1,2016
5/20/2016,21 to 35,Male,2,4,8,4,10,2,2016
5/20/2016,21 to 35,Male,3,10,1,0,0,4,2016
5/20/2016,21 to 35,Female,4,2,1,1,1,1,2016
5/21/2016,51 or more,Female,0,1,7,4,0,0,2016
5/21/2016,21 to 35,Male,5,10,4,5,10,4,2016
5/21/2016,21 to 35,Male,3,6,2,2,1,1,2016
5/21/2016,36 to 50,Female,5,2,3,4,0,3,2016
5/21/2016,36 to 50,Female,2,10,5,3,0,1,2016
5/21/2016,21 to 35,Male,2,10,0,0,1,1,2016
5/21/2016,21 to 35,Female,2,7,5,6,1,1,2016
5/21/2016,21 to 35,Male,3,4,3,3,2,2,2016
5/22/2016,21 to 35,Female,2,10,8,10,10,6,2016
5/22/2016,51 or more,Male,3,10,10,6,3,2,2016
5/22/2016,36 to 50,Female,4,1,5,10,5,8,2016
5/22/2016,36 to 50,Female,1,10,10,10,10,10,2016
5/22/2016,21 to 35,Female,1,3,5,3,10,2,2016
5/22/2016,36 to 50,Male,3,5,1,1,2,1,2016
5/22/2016,21 to 35,Male,0,10,6,10,3,2,2016
5/22/2016,21 to 35,Male,2,10,10,8,10,3,2016
5/23/2016,21 to 35,Male,4,5,9,10,1,2,2016
5/23/2016,21 to 35,Female,5,10,1,1,0,3,2016
5/23/2016,21 to 35,Female,3,1,6,5,1,8,2016
5/23/2016,21 to 35,Female,3,7,10,10,9,3,2016
5/24/2016,36 to 50,Female,2,10,5,5,10,6,2016
5/24/2016,21 to 35,Female,4,4,5,10,7,1,2016
5/24/2016,21 to 35,Female,4,4,5,10,7,1,2016
5/24/2016,21 to 35,Female,3,10,10,10,4,1,2016
5/24/2016,21 to 35,Female,4,3,4,10,8,2,2016
5/24/2016,36 to 50,Female,2,3,10,2,1,0,2016
5/24/2016,21 to 35,Male,1,10,6,7,1,10,2016
5/24/2016,51 or more,Female,4,7,4,6,5,3,2016
5/25/2016,36 to 50,Female,3,7,5,4,2,3,2016
5/25/2016,21 to 35,Male,3,5,6,6,1,4,2016
5/25/2016,21 to 35,Male,3,2,7,1,0,1,2016
5/25/2016,21 to 35,Female,5,10,5,6,5,2,2016
5/25/2016,21 to 35,Female,3,10,3,0,2,2,2016
5/25/2016,36 to 50,Female,1,10,5,10,10,2,2016
5/25/2016,Less than 20,Female,2,3,10,5,1,1,2016
5/25/2016,21 to 35,Female,4,10,8,3,0,2,2016
5/25/2016,21 to 35,Female,5,10,3,8,1,2,2016
5/26/2016,36 to 50,Female,4,7,4,6,5,5,2016
5/26/2016,21 to 35,Male,3,8,6,5,3,7,2016
5/26/2016,21 to 35,Male,3,8,6,5,3,7,2016
5/26/2016,51 or more,Female,4,10,3,2,2,0,2016
5/27/2016,21 to 35,Male,4,6,4,4,0,0,2016
5/27/2016,51 or more,Male,3,8,5,8,10,5,2016
5/27/2016,36 to 50,Male,2,10,7,2,1,2,2016
5/27/2016,36 to 50,Male,1,8,5,2,10,1,2016
5/27/2016,51 or more,Female,1,10,6,8,10,8,2016
5/28/2016,21 to 35,Male,1,1,3,1,0,0,2016
5/28/2016,21 to 35,Female,2,4,5,8,10,7,2016
5/28/2016,21 to 35,Female,1,2,4,1,2,4,2016
5/28/2016,36 to 50,Female,3,10,3,10,2,4,2016
5/28/2016,36 to 50,Male,1,10,10,10,3,2,2016
5/28/2016,36 to 50,Female,2,10,6,7,2,1,2016
5/28/2016,21 to 35,Female,2,1,5,5,5,4,2016
5/28/2016,21 to 35,Female,5,10,5,10,0,0,2016
5/28/2016,21 to 35,Male,3,5,1,1,5,1,2016
5/28/2016,51 or more,Female,1,10,8,6,10,6,2016
5/28/2016,51 or more,Male,2,7,8,9,5,1,2016
5/28/2016,51 or more,Female,0,10,4,10,9,10,2016
5/28/2016,21 to 35,Female,2,7,10,10,5,5,2016
5/28/2016,36 to 50,Female,5,5,6,10,0,3,2016
5/29/2016,21 to 35,Male,4,4,4,3,0,0,2016
5/29/2016,21 to 35,Female,2,4,8,8,1,2,2016
5/29/2016,21 to 35,Male,4,5,6,4,0,0,2016
5/29/2016,36 to 50,Male,3,2,3,5,4,2,2016
5/29/2016,21 to 35,Male,4,10,2,1,3,0,2016
5/29/2016,21 to 35,Female,2,10,4,10,5,5,2016
5/29/2016,21 to 35,Female,1,1,8,5,2,2,2016
5/29/2016,36 to 50,Female,3,3,5,6,0,0,2016
5/29/2016,21 to 35,Female,3,5,3,7,8,2,2016
5/29/2016,21 to 35,Female,1,1,8,5,2,2,2016
5/30/2016,21 to 35,Male,3,10,9,10,2,3,2016
5/30/2016,51 or more,Male,1,6,8,10,5,1,2016
5/30/2016,21 to 35,Female,3,1,10,10,10,6,2016
5/30/2016,51 or more,Female,3,10,5,6,10,2,2016
5/30/2016,Less than 20,Male,1,4,2,5,4,3,2016
5/30/2016,Less than 20,Female,3,6,5,4,3,6,2016
5/30/2016,36 to 50,Male,2,3,4,4,4,6,2016
5/30/2016,36 to 50,Female,2,5,10,10,5,4,2016
5/31/2016,21 to 35,Male,2,3,8,6,3,4,2016
5/31/2016,51 or more,Male,3,7,3,9,3,7,2016
5/31/2016,36 to 50,Female,2,5,3,8,2,2,2016
5/31/2016,21 to 35,Male,3,2,1,3,4,0,2016
5/31/2016,Less than 20,Female,3,4,5,4,0,1,2016
6/2/2016,51 or more,Female,4,6,6,10,1,3,2016
6/2/2016,Less than 20,Female,5,10,0,5,4,1,2016
6/2/2016,21 to 35,Female,2,7,8,1,1,0,2016
6/2/2016,51 or more,Female,4,0,1,4,4,3,2016
6/3/2016,51 or more,Female,5,10,7,6,6,2,2016
6/3/2016,36 to 50,Female,3,10,10,10,10,8,2016
6/3/2016,36 to 50,Male,5,1,4,5,1,0,2016
6/4/2016,36 to 50,Female,4,2,7,5,1,1,2016
6/4/2016,21 to 35,Male,2,7,4,10,5,5,2016
6/5/2016,36 to 50,Female,3,7,4,3,1,0,2016
6/5/2016,36 to 50,Female,2,7,5,10,10,2,2016
6/5/2016,36 to 50,Female,1,7,3,8,0,2,2016
6/5/2016,36 to 50,Female,3,10,9,6,2,3,2016
6/6/2016,21 to 35,Male,3,6,2,3,4,2,2016
6/6/2016,36 to 50,Male,2,6,3,2,1,5,2016
6/6/2016,36 to 50,Male,3,7,3,10,5,1,2016
6/7/2016,21 to 35,Male,2,9,10,2,0,0,2016
6/7/2016,21 to 35,Female,0,10,5,10,5,1,2016
6/7/2016,36 to 50,Male,2,10,0,0,0,0,2016
6/7/2016,21 to 35,Female,3,5,5,7,7,9,2016
6/7/2016,21 to 35,Female,1,1,4,0,3,0,2016
6/7/2016,21 to 35,Female,1,1,4,0,3,0,2016
6/8/2016,36 to 50,Male,1,10,2,10,3,6,2016
6/8/2016,51 or more,Male,0,5,10,9,7,3,2016
6/8/2016,21 to 35,Female,3,7,4,10,6,10,2016
6/8/2016,36 to 50,Female,4,3,8,5,2,2,2016
6/8/2016,36 to 50,Female,2,5,10,10,10,5,2016
6/8/2016,21 to 35,Female,4,2,1,4,2,1,2016
6/8/2016,51 or more,Male,4,5,5,10,8,3,2016
6/8/2016,36 to 50,Female,5,2,6,10,4,6,2016
6/8/2016,36 to 50,Female,2,10,3,7,5,10,2016
6/9/2016,36 to 50,Male,5,7,10,10,2,2,2016
6/9/2016,36 to 50,Female,3,5,4,10,3,1,2016
6/9/2016,21 to 35,Female,1,9,4,2,5,1,2016
6/9/2016,21 to 35,Female,4,6,3,4,0,3,2016
6/10/2016,21 to 35,Female,5,2,2,10,2,0,2016
